business_id,review_count
knQ4vIgx-r85kjlWVVjcpQ,5
U2Tzy6J9aAAg9pzXsgdkvg,6
1MeIwdbTnZOBFCKOrgaxuw,80
8KMIT0NXu30Jz5Ojo5uxaw,6
jiLGdnf42eYftkqfU2ze1w,29
EuRGgOwJ0g1vTj2R04j37Q,14
TLZ3-eDPLhUzfsWO4ad6Ug,382
Dy91wdWkwtI_qgjAIZ0Niw,23
2Bi3ef7c0CrLxHD_-yy_tw,13
vje0KIiE7vtpx7JzmBx5LQ,129
2n9HHBxG7yAyAUwXXa49aw,5
kK2i5Xyd9SOpF5pCFilbcg,7
I6DCYks9lqZeoZiVzW7PmA,10
VrGxoSNZfSiT-G4OqRRGIw,73
H0NEOp4e3Zu598u6kO3y0g,17
sB45WFgysT617bKWP_WJwA,605
Fk1xpM7fjqEJ4paqk5ZFSg,19
4dVrWc4Nhuw9apfk9BWEcA,29
xfmkEGiIERBaBMLhw-dTCg,6
NTf_U8kYu9PAE2cZGJqtJg,6
kk_oEw1j3xQ-cJaAII8A0Q,29
RXpADfOCZBGi82-CGxYdsw,8
qFX8IdomeBVhDPCSyz2aRg,7
bYjnX_J1bHZob10DoSFkqQ,17
luGY5CJlb4CJ3LrBcSXMPA,5
VZzivJEbmHItOxNXJB3SpA,14
iPSPcprSnkLOuL1Ns8UZZA,12
Q3kQYhkYxSRyYyeBgtk--A,5
wEfK2HIYNzkA1QYfUjHBaw,15
anLQj9AM8vjbcLSIE0iUgg,22
BVo_36t3z7vfXp3XGgJkOg,37
P8brGDYVWjeW9GrKixH0yQ,36
Cdytv_YhJO0W0Ab8t2xLtg,29
3BJxm-HnvzdwD1zjmSbmyQ,137
FRYkg_JvsWU9xIXZsEZcVA,27
9C2rpb56aQvW0ViZHK9sPw,56
k0yyD71s2F2eEKWRdkZ6jA,19
dM5OKNzk9AL2aiq-fV-SYg,14
qdYfHRsZdcz4Bun4f9Ijaw,8
Y6t4pnKm5LF8y5ChHA27ow,27
E_kLUlU60fzoZYAOxbH_3w,43
txiXR1YfMyk-5S4ZzOVIhQ,7
0vCsslN-TYnDeOSNT4rIfg,44
zFvqulgAYOpSG2t1v8AZ-w,40
SZU9c8V2GuREDN5KgyHFJw,2404
GWGXTKR0Fhdvzf_isDqJug,17
-aeZuatjCDMV1X4gCTz9Ug,6
PYW8Buz8S8LpjIe6mZTAcw,13
Lx8ZYUJ_-3Aa8N821mN1WQ,13
M_THnNDHs29aylcK-JqS1A,6
uCQqtYW_xc1EJRm7NyakdA,12
9LLxOjEhLNcdx8i4lL6EUQ,10
h-y5azB-VlQAT3m7Ff2g2Q,16
XHTgtBSwLnwRHzKSbea2Fg,6
WYYdQDjx-DsCanlP0DpImQ,72
U2htB9qk4hOXCdkccvvW0Q,5
aNtKyc2rr-uK5cqzY9TVQQ,19
yv6kSKxDdZTsvHL25K-U2g,45
hUQ9Z7kQeabvhPOAQOVV1A,67
t5tBd4p7BA7hNDitBUXxrw,68
oCFcoyGx2VRZ8MHXEsV8tQ,10
FC6ef4rMMZKNov_-A9M6iQ,6
X_E7U2lVNEwbH_gpOBmAHQ,182
EYA514FX4H8MwvFjv2ORQA,30
G4lRmwDHdvhZAhmtlsYYBw,37
DTUfAthScapCGnOnnLUhPA,9
DcUDIlxFsvqPvFh8_lb4Sw,8
zs4d4DqSp5zh3HGFh-PiiQ,21
BxhkoR6cscJwwex8gx31OA,40
2oxrOO3c9_mQmqM9kwEm9Q,6
Ms5xG8i4p80KSMcF3tt4ug,52
yswijv6wP2fKbMqAiEZ0vw,6
m9ncuZp0nEVhIwu24G-HRw,10
QZU7TcrztBb3tXaPbVCkXg,68
l6VYP8AxIoW6U52aDo8fXg,24
wMAxTyExktVtfyqKAfApbA,16
E-nhxuu3zbt02oCj_1AFng,60
vvE3HVfxlx9UYctKPr0dbw,9
JnbSkfsl_j2dUoHncBTonA,6
5BYQP7i7ckUlgSzX4Yhnmw,5
xAAhPuZ8FG6OlvAw5m1BVQ,5
DfGNZQsCe9k2BxazCf0p6g,19
07JLsUInZr5OSiYH2XVi4g,8
hPAmGKnDqummngSTOJN_8g,86
ORL4JE6tz3rJxVqkdKfegA,1639
1GnJDrpp-jyDRCptavD9RQ,7
jkY8aotwcAlSHCgoZrF49w,5
YD_eZ4TaFrHYRrJVzOXHfw,11
P10BsKUeoeCeVoK4BS2u0w,29
7Du9oW73YcYFmXdtU5aiSg,17
h_qlv6CIXGVurFOhFQ945w,6
QjV4v7q_pt7tt3K1US7IHg,5
LGqiubTmpJ-A1L5n7dmc6g,14
FTFtoylMzkrzqNVSl-bkKw,19
59jkCUm4yHciKL1KW_1HJA,25
AzwiKZjVqHOxLaYtPAx8lA,37
yM8LlTInbQH4FwWC97lz6w,100
tVdJ7CgBGAQ_nLomYXbB-Q,5
x8KYhsxbufQiYIK-4MRzHQ,13
3S9GYtMOYhbZl4MMPOHT0Q,34
znL4YrNbA2uwOQ3CchkmEA,8
CtMEJxpVMlNzFpB4PtFjfA,75
O1oZpbZNDMH_gz8DhsZCdA,15
vPcfJ3rm3NpdqVDod2WxLA,27
HI4_NqeHMJOnMoVFNxaFyA,21
pmuuoDqNZp7518AUd-YmPA,60
EDNYAyVc_WFhM3CD6QVD4A,13
tyJwgMRwo21wLUsga_RkQw,10
2dlQX5sP9X6Dlm1MmNOlSw,105
IYlUaKC9nICjiWdk-ShPlg,175
8oi1Gm7XLyK31Y3N3Wp2Ig,11
hdRtVNk-G9Ep4eaHPKXmfA,7
tSFXJ0GFl5iUdy021YgWLw,7
UoKkgWmE9-c3wbWwO4VAVQ,5
Nh1rc9aSeO-Y5lYmXVS6CA,53
r_8FZXRkGoc5QNbTOAIftA,85
ZU6NodDOWaabGkeNpOWdXw,6
LVYAXWQB3t7tdwWteyjfhw,16
mq5Z9X7yxgyApILQ11niNw,7
X0V_PdBTS_SwNxMY2795ZA,12
ONUZertKOOImiyQG66Z7Tg,26
ULReFPrCIDRbGKwP3ZsHwg,55
25Uww0C0wvF9CZ_3B6vWtA,48
rCoWa-C7Os51GjFkCnFlVw,6
Dtuf4vD0znzwJW9vk3iTNw,246
8c0r7olQSYGcws0bTd3ikw,5
QU-X2Pijwd4SitfYXoZWMQ,9
Ucl9Vo5lwrUmYbV8Dv8X5g,108
cSeA6pC9JUlGfz-RNfvnGw,33
WdrpkH-q7FQY5nclmPfoDQ,7
xF9r1XbMvEOsJeHlmFhIvw,13
6BF3eaIzHtoNHSxKTFnTyg,13
wjyUxHxkrvUvCOVqy4g_wg,11
do6EpBc7ZUoaqdzuUuGFXA,8
4IcB3QyMEA85UTWFKh9O9A,8
_mf0QKI1Jlk8zRinr-56FA,10
h_3oLlQ_CFohwlzsrSZ6xQ,17
Y6heWJJ9AmEL58fZwgi9YQ,58
bTve2mwLk5Zc01vRKqc2KQ,183
7FHjj04Wy2aqXl22NA_C0g,18
TF6QZYUR5atqBEFnHP5bOw,27
WveinioyAZg3dtt0zHsyHA,17
D9Xez9uOSM4DgSjSTywq7w,5
6czqMScx8MRDirv7fxX7pw,34
bi3SICnYEuFC7Cihyqz8Nw,5
xbRbvXSAVZBEwaUUn3mzbg,42
qb5pyP6XOS8K2uuC4eQHmQ,8
CWE-NfyMgi28ePUiansSdQ,24
uDQgmudYDKiB6n4vwbEeDg,112
MyE_zdul_JO-dOHOug4GQQ,8
v5kwdvmg-J8g-ll0nkc3Sw,208
8p9euqoMCbT4AIL_Fgqb0g,5
bqmX882_6AxVA_uHEQ70sQ,46
my0bmPD5dgDFE1ia__LNlw,84
8ThWgxiTB83nrIGbZQnNBg,10
TzrA1TsKMKbrZBkw3q6DEQ,20
Edg22x3CZkIv0GUib2oEFA,149
VVvUBlc_WIEb8obKGq39dA,39
FR5xx5YEzxAnoMdqGl7vRQ,6
py5aKmlTB2NarfsfcOpHOQ,55
jL_NufxqXi-BpW5uXKsPwQ,11
wZhGuW7vQpfhxeEvLHkTrA,119
vjLSYNGFkPu4Y5HKoJlzYg,5
pIUQz-zGw-Nu_Pu-qoTGuw,15
I3ZLcrGzj-QN5vFgaJFrAg,25
Tm3QiAVLJAR2fEJK7APPPQ,131
rJXa375PYt906DwptOOP3Q,8
YR0nwxBOKk6DiLHNItfsBQ,14
X4loIesbBkiTZLFstHv8Kw,10
n8ecak12IF_jhnPNs37AZA,12
jnyHs1ZXy9qIE2gORZBQMg,6
xloFoRiYlH4IKGz3FhTDpA,5
s_lHc_CrkzOTY3k4VNtN8w,28
zzUxvYE-8Fj_dWqsPcagNg,25
jcL_qaGJiappzpnn-ifSoA,8
rYOrSXy2I4BcxB7dhg29uA,71
s-A1_pxGRYL2x4gONVzvFA,13
_T0cPZE2ZJOTTlYYKMP64Q,66
dJfkfBbJz7wi0RgW-ph_Eg,140
VbItL6RDULtnw4YvB6EhVg,178
OIsLivxtTTqH7i1QISoUOQ,7
W57cR9a7XP6RX56MSWHJJA,58
35dqrE4z9qWCtCn749oorg,5
gYMOrd8xnZF-B61lwGiFUw,6
6bFx8j2KqPfmT0XEUS1RMg,120
x7_p5O3ChQa7shdHCcLHZQ,172
G2Byuh4EVeSnqqWBWtD7rg,18
JF7iyI3wA_AKi_iXOKi0Qw,61
vSE6lkp5FBcttPxEbQ9XCw,7
iolaqx0v6g-fymksGWIU9A,53
G89OuZ3sIEfOR5cXeDqNaA,5
usv5G5cO314pPHRTGq2Eyw,38
gRHd5bRosRWQBckzPawf-w,7
xa6JYHDgVza7CuenKBJBHw,8
1dSKEitDDgIkaApe6UNMSA,18
rZw9O5lJ36m_mXeRKE4G9A,29
dCITjr2RMTmrX33_eFaMKA,17
CLEWowfkj-wKYJlQDqT1aw,55
YG0OOMLP3MWYPKHpkA_mew,6
Pr_Mlt9FqdcW7WCFGJmozA,104
-7GDqSUaXrpC8Ql7nDBxWA,92
6I_DA3uqOox50rBvjrQ_-g,175
zn-WXkqHag5FSVc_LC9dEQ,5
IYJOfQ6eFVHKCfJck59YIw,5
e8pMCk4bE0U4qk7z59Lxkg,11
qps-oF95uqPoV7fiXn-dpg,5
Q2sKrIaEZsFN7VNjkibyfQ,7
IAj1Lw3FAOY-yZn4IO7ElQ,17
en_F2VgZPW1RCnWkPyCrhg,19
cEqDvn5VuX8nQ_vqs6_xog,5
aNLr1j_3CZ46rqiUeLaQ-A,23
tuyCmcmm5Q-bc-9zV76xKA,93
96qKAK06EdkG6GPVxKDdTw,16
yZP6Z8sbDpkeXyjNMDiyDg,9
kR4tXc1fLeR2QNu8cMZrEg,13
V-96iACFgPmVjjKACGxd7Q,6
p184f-Zvf4ToPwLba0VS4A,26
WcSpc5mcfa7NUZ9GQgx0Tg,9
zVlhs7BVaouutt-rles-YA,99
1E9o1SNo7UTf1XHTFPv1_Q,66
0CEUpFtaKhxbmrbSdP9MUQ,79
CPor0p2hvvHJJN4L0U_zEg,20
f82dhKNiUXsDVPMLqKYiIQ,446
FF45pKN_lzqG8Bqk-_HQvw,49
GrzCVNDTRODqNez4zb4RLw,22
DeN5N6B78gysROm_Sq2kWA,7
scychO44eMoosS9iEBV7xw,21
IOZrqUQ2Jg6UeQ5CWpsmkg,7
TEP-73fGvgSUmtQFaOTA_g,30
28FfSlW07o8GTwOrbfNMHA,5
Ir5Ts-NC7DDTL3XLizhV3g,12
nSyOBxBRMugT3sKeT4YWBg,9
I0gSLthWBsiUPzBft_CZ9Q,15
NBgbL_KQTRRLQPQQtmUkYQ,7
dhz3m3xUFy6-BrU9xTfkow,5
bDAlJYMIzwOewIThe2IZjQ,12
b7YJrFZWZdI2C5-9nZvVdw,34
6WBHCXHfLAG26n0ALAkoPA,11
xvFV3ENVa_9POy_grBs03Q,12
2FR-xWttfR8qaODqcuExvw,5
SGigkw0zqh4TTXferq3XGA,5
x9xBKymj6CJ2WuCCFInb7g,8
SRexiuEsx1d9-dZVUsssQA,24
xJyp6RLqNRv3tSu6njPKxQ,208
bwL2TymVrYekkkKztKyiwA,7
-VBhLd8DAz2VyDF3YBMH4g,11
1P_mGUY1PyPq7_ZabrzpBw,261
mHDBZmEH0Er3184YS83_LQ,50
XwoXi0M66RU6Gouq-DSDHw,82
1vmx7_L210UBbOWLzrhepQ,44
ZiJfb924ewMO9S2f-9W9Pw,15
OfW-VK04qr7b7bPm5QbyLg,77
dP_1jbKl47-9Ty83RyeJDA,5
Qa1YQzo00sm9O0JUlwdCQw,178
0DbIUh_Xuj6H5B_SF0RLCQ,74
bSJczuohHVko33UT82hnfA,302
7hSJSIBUP1UQncD4xWPDqg,11
cSigjSbOfHR_mHGTCmJTaQ,6
PCM-vL-vRLJ4HB2OE8Nnbg,31
yooufdsf3eAVq_9RQNSDJA,46
8YJtf5v76SIz-4udyF4YmA,22
rmHgqdVkLsGN2byesWRo0w,12
6zBCuzJwov08YisHZkfU2Q,13
JfGfqCnk0-Tnf6PlahPUJQ,10
aNXw3PkXVt8ANwLyCfcmpg,17
gbetDRjllP5cOxaWxFjGHA,6
RI8tdJy90bfApk836eF-ag,8
vweEeZwiaRRWX2Cu9Iq66Q,6
GVqXNt0HKJLpciN9ePxnWw,16
KUx_q3nzqUINYgUTrZc9OA,9
j-PaHu9iyJBlzKJZYN2smA,8
Ot4bRWWO681vXZIgnLfjEA,16
OURGUNuoVqPGxZTZsxZQ8w,5
VeqkfRUzZAKlQer3npXPdQ,130
JwBTq6IOFH97b9Hr6RT7pw,5
dChRGpit9fM_kZK5pafNyA,618
uyc-S7lauYjzouYQ2TM76A,9
gRw-rxLFeNzyqa6hKPXD1w,5
FJDvhCGIwKuohPOK7JfLuA,73
2_gRg3_oWK3GoiB-OpcDHA,5
7qDAeIsMVj1McNktlICETw,7
YE2TePip0TxcdquF5hGauQ,14
nIn0fMn-SEjLdJ44SG4CKw,7
-Ijm5ICZUZffTo3iumczrw,39
KdkMXzeoqpfNsZd-_axoTQ,41
0Xsmy6HtVVBlCbbMjRyzcg,19
iBRXLFWD7PeSYDbKsd_JTw,27
3tX0CduxNIHgrxr6Toairw,17
vFJIK-z3QWs-3XNjs1hcZQ,31
od6skmfXz9twktEAuJHEmw,120
sUQ-OfJYSNfz-cimEjoaXQ,7
5gLjr0BZzm6EY07bp7_LSA,7
cDekcTE1qwpz8ROlYixhqg,32
5lcumCB7X0nH5PElagz1VA,6
j9Kaj_6tSeXmVMYCgZithg,496
EIlFs8kybcG-l60GJjNUIA,20
SzHAnqwOuOmw0qh1d6ZAcQ,5
z9wCTHYI2VZy9YIblwSsgg,5
cl5NjtALgaX7E-WL2DtiYQ,8
csJKpjAqZu42-pPhFLfPLw,10
HsibLfc2XD7Gh7Hbd1WfJQ,22
_7ks3u-qZsOTKBrXKcA1Ow,14
nnHHPz4SKmDGxod16WxDxQ,6
8t6mbhBNAT027aeDQ4mR3A,8
4xhGQGdGqU60BIznBjqnuA,49
gVh26yEPkXSoWbhs1p2kNA,23
juVJO2kMrHwCYXwQQmv1Tg,45
pYC5fKcpj8GKjSAc7Sl3RQ,7
IFDNP-n9bBN1egOsGADYYg,7
Rad7bl6MFOEemh41CdREMQ,6
f55CXbSB-F8AZXNumZZlcA,11
Rz0KfP7YAZV_yQE8uIB0fg,6
QWqKTWQ2OiDgo3dzNkpung,351
FAWhZ5nasogf2oG_9h7yjg,5
HPpKVvBT-2EeWNdy9cIjqA,20
JgORpZ2kB8DG2MECu7jvkQ,19
CsjKkpApaYJDd5woO9sP4w,20
gTwgRz52imtyggXCrH2Xng,6
Wt1W6qwCvna1KzIuJRJbwA,88
KNfqu3kNwn6eDMJjP0cNcg,9
TO5-F6Rgt-_sYvRT9Cta-w,5
L2TIgbnlsqRtqDU3FuW7lw,7
REuCtUZ2MeehpDipAKBSmQ,6
eJ77e9lGxY3ArzaoDbHhYw,161
2M4pYfuivdluXyBOP7IDQw,5
fNssGWMjae-SUzyyGblspQ,24
c16lBET8GKbGZY6Aegm_2Q,6
QU6xxKwHXR6xQ5oi2yIKLw,33
Vk3Up8OlB8h2ygVlvm8tBQ,5
TGr9-KKNk_o7HzqvtlKomQ,12
kwQzVF5GP8DzdyBavvhIaQ,91
9X1_a2DQwBtXza-U1CfA1g,13
0Up4mOWP588Leb_dqoDiYQ,7
wFXwmrlV8TiBS4Ac2-W_9g,10
ifjluUv4VASwmFqEp8cWlQ,64
bNJSy64VXxQ3RZ8tNpM-fA,16
9RoAU2wAlH63Non9qrx3xQ,13
MlEhwiOJpKe7VuO-IDCZqg,9
bPPy7yNFfb-6N_bHkn1qAw,17
i_cFU5_dQexbjJA9rmf_WA,8
tUl_Lq8dM3T-NnM-u3szSg,7
bTC3m_GPWBp92Y5TTReyTA,10
Z3EIfrkSmOmE4hnc1BRo5w,23
wQjhFPMKwN_z85aPEn6V4Q,8
516L9-ZWyqVgzqjP5uW7Jg,6
KDcHC6Es_jv4tloj0NP6gA,116
7mpYTDb24SywNMRn3yeakQ,604
_WRe3ql2DI_h3htr77Siew,7
NpglDX_FUp3ybEzbBp4qhw,9
iEC0VzHM2hQ13wM7c0QwgQ,56
34YgAnnZAPOeu8E-6IESJQ,14
dK_qONtd5z73i6fQ1BTrTA,10
_raU4FUxWzx30V6DCDSKiA,8
OlD8UoHqrKnLoZUFxuas_w,5
C43IEVBroD_3YiumPPLLdQ,48
xDEee0p41GueCDN0EAp-YA,106
eq4xYdVExp3jLYAZ71uvPA,10
LFPJXiuM357JZ-d0vv6yxw,8
NIV7uxsE8rn8cB1t-FsJHg,26
qsCLpTsXayYMJ3-lJj_fyA,8
D7z_V6E8cxXghSRcHAmUPg,92
u4cktT_mzitYexUsr_vKsw,11
uW2oyOCEN3RgS7j2MfUIkg,46
gb7JjRJtzWDsIWpJihZhBQ,20
JPm93BlP-UHYPqFgK66JUw,70
c9xE6CyePzE1gONFxpTJWw,11
Xj0SIY3dprQ4ZZ0lz8YmGw,9
-DXNvQLhKwunHzg8OjkwXA,54
9kCutyCm1b8UuCRJF3Hw5A,5
oy-n3wkXeK6NPPKf3uRDTQ,18
YZuoaOzD49ffP10PNf72nA,8
0WIlsDUUFuUKcDfJPaHRkA,67
LdQUIP4_DPnJjq-Jf2_iNg,7
VeFfrEZ4iWaecrQg6Eq4cg,189
5LbiHS5xbeKUxd9ulIJz4w,20
5iuo1kvv0XZMS0bUOoLz2Q,163
wwHswDU1t8T-8DAuKI3WdQ,5
Dl1alpHSJE4_iB0MGKRLXw,6
hsyIDX4x4ndYEvPoJF6_1g,22
dk9zGFRJD2RXkHqAmFHOOA,6
GMVVFox3a0ROMdofd68mZw,12
fCRGXD-TTLgNhaC4mVFFJQ,18
rR30b1XWbxZFFgLyGbfNAw,132
g736EKijhJTrQbqoQAo9Tw,6
4QFqi8w3rlZTcc5LXKyPJw,31
XTWGzxXdQN0DVVH2GPGwiA,27
VKwPAl11iuM_YkEwm07sYQ,14
iONfxRWQqA8pAPMZFNLaug,9
0HpYaBbRqaG1df4JckJoUw,11
Cyy0zZz5ixYjSX4o4sacpg,8
p79UR4tdHoJzmhwKmiXa2A,5
qTjsoi0FCv93wxzl0puQSQ,6
jfz_-ngCCAbKUziluLAgiw,5
Q9nC1l2V5wDyJpVb50OyLg,6
wRBEBZ6TvMTuwosvBa72xQ,20
hE1ouPLiGQiAkiOacnZVLw,18
lJfxS6RMzAQ7oy8F2vU3Pg,9
unkPNwxOxNQS5a5kPftLRA,5
rrdSkNz4YG6eDgOq3ov0IQ,92
RsTF2skxLcp6qo9FdnA5PA,18
WZpCnvSQ-YGukju9r4Gd_A,14
PXI7kvSV-NvWcqbI9jlmtg,17
oBqjxbnNKILyCN1S8KKd_g,14
qKcEyi0idj7cTQYzbhuKkg,5
uYBx50Yl_Jc-UYwFzudBsQ,10
bchZXVE4feVx4Q5rhIRCGg,52
ith4RsN3YwQeE3WWQ3Af4w,13
0Ze7pcwjyauf6steWfpV7g,17
6MuGlWEZzKA2YtlY44Cksw,17
GpFRwCHN0RI8yFbcfXjfUg,9
cvrIE1rLPWk-Nxb_ZNv5lA,29
MDP8K2NzEnCibFHa9XujWw,18
QZLOM3T6xl7y1Q6zqoqHWg,26
RZpEMG2ILk4bL3lH3ygRcw,13
sXZGhglxCV7bO7mXe63A8Q,11
PENtXTN19SYMMmFYYbA_Gw,5
NNcqCDV6PHhDmKY8fO6S9g,27
9qxMhGWjGsuPUoQB3Y74Wg,62
AgbRp5NLsP1-J1fdg6Hdcw,13
U8N-E8P9UOL_g0VxMCF3Mg,5
EcP5_cCKZqtRv_HJiALMtA,24
pJB63RaQpkTIKBhfTsLQQg,83
ufvaaDCkJj5pW4f7_DSN5w,13
yUEeh9nwaycI6fKLruD_rQ,6
5XelZjHymGydI5qKE8BOrA,7
Jov0PmO5g5lXGQyPiEZyXw,5
ngvE1G9IckUO-ljZBFo23w,217
46_2e1hnQ4csLrYnhn6bkw,166
HqLOOpUax2dC8GYc0oqq2A,9
TGfPJHImEq6AQL9a1laxlg,80
xa28v84RtUPWQKuw_UQBXQ,31
kxvOUehCtJAL2nYKkeiR-w,33
CPgWuWGZ4v2sZr5_-1kluw,21
uU9h_l5WSTY8fKVU2nx2Cw,36
xvAkaDEOOUloROkX0j4C-w,23
5SV2YI6MBSOWaEwB8pBHtQ,9
gu2-TPPdyQyHl2CnPb7Xjg,44
Eb8GseQXa1ZICrmCwbXmPQ,12
O5Obr4roy3Fd-nQXkfk7TQ,9
VCkSUsdL5P0p16DAPxVROA,31
dIpTuL2T1L98GQGU17IeSw,548
kKb00Oj96n5YYqMSDzx1IA,6
Oy7rU9H76PN1hsDU9EUt5g,31
2ahg0y3bmn8gRo0aGrFiEQ,15
XRkzSBTroG7kIdI7Z8ic6g,51
bf34LpGej_MZbOlAKB1beQ,77
4pS7qnjJ7_DCoJB-Enl7KA,5
5VYkn3vm4teAiLVeuT89Qw,6
SoJwDKedR7SJh7-G69C38A,18
sKdF_rwYyLa2NM1dlG0-Sg,18
X7FQ5k29A_RRYep7TOfjtw,54
8zsUZsQtRPHYW4gD5puiqQ,16
FW1PXpUq-yOs-5O_gqz3AQ,32
dgMuYzYRXji7PGFmnUs3aw,5
1tLrjXG-I9hkOoZxlbwDqw,9
SlLfWzeYOrVBxCd-0QILZQ,238
adATTqggIQX5xxLDISkFTw,25
pNu5bd9aL3jcJClfdQ86MQ,243
bdfZdB2MTXlT6-RBjSIpQg,184
vxrGNnuEef7YCfB7mN08rA,8
1EokZOnCDkjv2VtPtplyHw,10
yuangT-PWlF-YRbgN6M02A,9
ZpmSEd9N042IJanBiKlKiQ,19
OYmwoFmoEIA0rx7jd6ZWsg,10
42OM20QndpmsOSY6ccudBA,6
lAd7PwbmfpirUngbb6uCiA,7
hx-qUirkgRqX2Bk8A2U0nA,40
D5DBDShzSVx_gQtdIbOqZg,11
TapXvuOEC3qGGmlf03INnA,9
SwWfW3vBn5QkDE7T3urGAg,246
1s-vqaaGLscl7h4XIDO7LQ,74
W4rgF_1eKzFZiGUOsgbGMA,243
yN6jZyG1G1FG_HCZQlJZ1g,188
00szsg8vQy6yX5f-m9sI4A,36
WmnPtMtY0elYVStooCTfng,12
wCgIJhH_CTuwsSZPcafkng,19
